precinct,candidate,votes,county,office,district,party
G129,Mary Lou Marzian,129,Jefferson,State Representative,34,DEM
G140,Mary Lou Marzian,427,Jefferson,State Representative,34,DEM
G141,Mary Lou Marzian,427,Jefferson,State Representative,34,DEM
G142,Mary Lou Marzian,121,Jefferson,State Representative,34,DEM
G143,Mary Lou Marzian,668,Jefferson,State Representative,34,DEM
G144,Mary Lou Marzian,524,Jefferson,State Representative,34,DEM
G145,Mary Lou Marzian,698,Jefferson,State Representative,34,DEM
G146,Mary Lou Marzian,601,Jefferson,State Representative,34,DEM
G147,Mary Lou Marzian,530,Jefferson,State Representative,34,DEM
G148,Mary Lou Marzian,249,Jefferson,State Representative,34,DEM
G149 - WEL,Mary Lou Marzian,259,Jefferson,State Representative,34,DEM
G150,Mary Lou Marzian,233,Jefferson,State Representative,34,DEM
G151,Mary Lou Marzian,281,Jefferson,State Representative,34,DEM
G154,Mary Lou Marzian,466,Jefferson,State Representative,34,DEM
G155,Mary Lou Marzian,556,Jefferson,State Representative,34,DEM
G156,Mary Lou Marzian,387,Jefferson,State Representative,34,DEM
G157,Mary Lou Marzian,611,Jefferson,State Representative,34,DEM
G158,Mary Lou Marzian,496,Jefferson,State Representative,34,DEM
G159,Mary Lou Marzian,0,Jefferson,State Representative,34,DEM
G160,Mary Lou Marzian,226,Jefferson,State Representative,34,DEM
G161 - SNG,Mary Lou Marzian,345,Jefferson,State Representative,34,DEM
G162,Mary Lou Marzian,58,Jefferson,State Representative,34,DEM
G163 - STM,Mary Lou Marzian,324,Jefferson,State Representative,34,DEM
G164 - STM,Mary Lou Marzian,706,Jefferson,State Representative,34,DEM
G165 - STM,Mary Lou Marzian,252,Jefferson,State Representative,34,DEM
G166,Mary Lou Marzian,103,Jefferson,State Representative,34,DEM
G167,Mary Lou Marzian,236,Jefferson,State Representative,34,DEM
G168 - STM,Mary Lou Marzian,37,Jefferson,State Representative,34,DEM
G169,Mary Lou Marzian,196,Jefferson,State Representative,34,DEM
WALK-IN 3RD F-G,Mary Lou Marzian,966,Jefferson,State Representative,34,DEM
MAIL-IN 3RD F-G,Mary Lou Marzian,462,Jefferson,State Representative,34,DEM
G103,Write-In,4,Jefferson,State Representative,34,NA
G104,Write-In,6,Jefferson,State Representative,34,NA
G106,Write-In,6,Jefferson,State Representative,34,NA
G107,Write-In,13,Jefferson,State Representative,34,NA
G108,Write-In,2,Jefferson,State Representative,34,NA
G109,Write-In,7,Jefferson,State Representative,34,NA
G111,Write-In,11,Jefferson,State Representative,34,NA
G112,Write-In,14,Jefferson,State Representative,34,NA
G116,Write-In,22,Jefferson,State Representative,34,NA
G117,Write-In,18,Jefferson,State Representative,34,NA
G119,Write-In,8,Jefferson,State Representative,34,NA
G120,Write-In,15,Jefferson,State Representative,34,NA
G121,Write-In,14,Jefferson,State Representative,34,NA
G122,Write-In,4,Jefferson,State Representative,34,NA
G123 - SMM,Write-In,8,Jefferson,State Representative,34,NA
G124,Write-In,21,Jefferson,State Representative,34,NA
G126,Write-In,10,Jefferson,State Representative,34,NA
G129,Write-In,8,Jefferson,State Representative,34,NA
G140,Write-In,2,Jefferson,State Representative,34,NA
G141,Write-In,11,Jefferson,State Representative,34,NA
G142,Write-In,6,Jefferson,State Representative,34,NA
G143,Write-In,20,Jefferson,State Representative,34,NA
G144,Write-In,9,Jefferson,State Representative,34,NA
G145,Write-In,15,Jefferson,State Representative,34,NA
G146,Write-In,12,Jefferson,State Representative,34,NA
G147,Write-In,9,Jefferson,State Representative,34,NA
G148,Write-In,2,Jefferson,State Representative,34,NA
G149 - WEL,Write-In,5,Jefferson,State Representative,34,NA
G150,Write-In,18,Jefferson,State Representative,34,NA
G151,Write-In,9,Jefferson,State Representative,34,NA
G154,Write-In,12,Jefferson,State Representative,34,NA
G155,Write-In,14,Jefferson,State Representative,34,NA
G156,Write-In,20,Jefferson,State Representative,34,NA
G157,Write-In,20,Jefferson,State Representative,34,NA
G158,Write-In,18,Jefferson,State Representative,34,NA
G159,Write-In,0,Jefferson,State Representative,34,NA
G160,Write-In,9,Jefferson,State Representative,34,NA
G161 - SNG,Write-In,9,Jefferson,State Representative,34,NA
G162,Write-In,2,Jefferson,State Representative,34,NA
G163 - STM,Write-In,9,Jefferson,State Representative,34,NA
G164 - STM,Write-In,15,Jefferson,State Representative,34,NA
G165 - STM,Write-In,11,Jefferson,State Representative,34,NA
G166,Write-In,4,Jefferson,State Representative,34,NA
G167,Write-In,10,Jefferson,State Representative,34,NA
G168 - STM,Write-In,1,Jefferson,State Representative,34,NA
G169,Write-In,10,Jefferson,State Representative,34,NA
WALK-IN 3RD F-G,Write-In,29,Jefferson,State Representative,34,NA
MAIL-IN 3RD F-G,Write-In,14,Jefferson,State Representative,34,NA
H102,Jim Wayne,528,Jefferson,State Representative,35,DEM
H103,Jim Wayne,635,Jefferson,State Representative,35,DEM
H105,Jim Wayne,545,Jefferson,State Representative,35,DEM
H106,Jim Wayne,484,Jefferson,State Representative,35,DEM
H109 - PKV,Jim Wayne,259,Jefferson,State Representative,35,DEM
H110,Jim Wayne,538,Jefferson,State Representative,35,DEM
H111,Jim Wayne,306,Jefferson,State Representative,35,DEM
H112,Jim Wayne,420,Jefferson,State Representative,35,DEM
H113,Jim Wayne,224,Jefferson,State Representative,35,DEM
H114,Jim Wayne,5,Jefferson,State Representative,35,DEM
H115,Jim Wayne,306,Jefferson,State Representative,35,DEM
H116,Jim Wayne,444,Jefferson,State Representative,35,DEM
H117 - APK,Jim Wayne,640,Jefferson,State Representative,35,DEM
H118,Jim Wayne,490,Jefferson,State Representative,35,DEM
H120,Jim Wayne,692,Jefferson,State Representative,35,DEM
H121,Jim Wayne,246,Jefferson,State Representative,35,DEM
H123,Jim Wayne,156,Jefferson,State Representative,35,DEM
H124,Jim Wayne,134,Jefferson,State Representative,35,DEM
H125,Jim Wayne,253,Jefferson,State Representative,35,DEM
H126 - LNV,Jim Wayne,322,Jefferson,State Representative,35,DEM
H127,Jim Wayne,230,Jefferson,State Representative,35,DEM
H130,Jim Wayne,0,Jefferson,State Representative,35,DEM
H131,Jim Wayne,291,Jefferson,State Representative,35,DEM
H132,Jim Wayne,187,Jefferson,State Representative,35,DEM
H133,Jim Wayne,73,Jefferson,State Representative,35,DEM
H138,Jim Wayne,818,Jefferson,State Representative,35,DEM
H141,Jim Wayne,545,Jefferson,State Representative,35,DEM
H144,Jim Wayne,481,Jefferson,State Representative,35,DEM
H145,Jim Wayne,347,Jefferson,State Representative,35,DEM
H146,Jim Wayne,457,Jefferson,State Representative,35,DEM
H147,Jim Wayne,360,Jefferson,State Representative,35,DEM
H148,Jim Wayne,436,Jefferson,State Representative,35,DEM
H150 - WAP,Jim Wayne,1,Jefferson,State Representative,35,DEM
H151 - WAP,Jim Wayne,1,Jefferson,State Representative,35,DEM
H152,Jim Wayne,91,Jefferson,State Representative,35,DEM
H153,Jim Wayne,0,Jefferson,State Representative,35,DEM
H154,Jim Wayne,109,Jefferson,State Representative,35,DEM
H155,Jim Wayne,135,Jefferson,State Representative,35,DEM
H156,Jim Wayne,0,Jefferson,State Representative,35,DEM
H157,Jim Wayne,17,Jefferson,State Representative,35,DEM
H158,Jim Wayne,0,Jefferson,State Representative,35,DEM
H159,Jim Wayne,135,Jefferson,State Representative,35,DEM
H160,Jim Wayne,620,Jefferson,State Representative,35,DEM
H161,Jim Wayne,1,Jefferson,State Representative,35,DEM
H162,Jim Wayne,353,Jefferson,State Representative,35,DEM
WALK-IN 3RD H-J,Jim Wayne,377,Jefferson,State Representative,35,DEM
MAIL-IN 3RD H-J,Jim Wayne,221,Jefferson,State Representative,35,DEM
H102,Write-In,9,Jefferson,State Representative,35,NA
H103,Write-In,10,Jefferson,State Representative,35,NA
H105,Write-In,9,Jefferson,State Representative,35,NA
H106,Write-In,17,Jefferson,State Representative,35,NA
H109 - PKV,Write-In,5,Jefferson,State Representative,35,NA
H110,Write-In,5,Jefferson,State Representative,35,NA
H111,Write-In,12,Jefferson,State Representative,35,NA
H112,Write-In,14,Jefferson,State Representative,35,NA
H113,Write-In,11,Jefferson,State Representative,35,NA
H114,Write-In,1,Jefferson,State Representative,35,NA
H115,Write-In,10,Jefferson,State Representative,35,NA
H116,Write-In,16,Jefferson,State Representative,35,NA
H117 - APK,Write-In,16,Jefferson,State Representative,35,NA
H118,Write-In,10,Jefferson,State Representative,35,NA
H120,Write-In,33,Jefferson,State Representative,35,NA
H121,Write-In,5,Jefferson,State Representative,35,NA
H123,Write-In,5,Jefferson,State Representative,35,NA
H124,Write-In,3,Jefferson,State Representative,35,NA
H125,Write-In,6,Jefferson,State Representative,35,NA
H126 - LNV,Write-In,7,Jefferson,State Representative,35,NA
H127,Write-In,2,Jefferson,State Representative,35,NA
H130,Write-In,0,Jefferson,State Representative,35,NA
H131,Write-In,8,Jefferson,State Representative,35,NA
H132,Write-In,1,Jefferson,State Representative,35,NA
H133,Write-In,0,Jefferson,State Representative,35,NA
H138,Write-In,14,Jefferson,State Representative,35,NA
H141,Write-In,10,Jefferson,State Representative,35,NA
H144,Write-In,12,Jefferson,State Representative,35,NA
H145,Write-In,15,Jefferson,State Representative,35,NA
H146,Write-In,16,Jefferson,State Representative,35,NA
H147,Write-In,12,Jefferson,State Representative,35,NA
H148,Write-In,15,Jefferson,State Representative,35,NA
H150 - WAP,Write-In,0,Jefferson,State Representative,35,NA
H151 - WAP,Write-In,0,Jefferson,State Representative,35,NA
H152,Write-In,4,Jefferson,State Representative,35,NA
H153,Write-In,0,Jefferson,State Representative,35,NA
H154,Write-In,2,Jefferson,State Representative,35,NA
H155,Write-In,1,Jefferson,State Representative,35,NA
H156,Write-In,0,Jefferson,State Representative,35,NA
H157,Write-In,0,Jefferson,State Representative,35,NA
H158,Write-In,0,Jefferson,State Representative,35,NA
H159,Write-In,5,Jefferson,State Representative,35,NA
H160,Write-In,23,Jefferson,State Representative,35,NA
H161,Write-In,0,Jefferson,State Representative,35,NA
H162,Write-In,15,Jefferson,State Representative,35,NA
WALK-IN 3RD H-J,Write-In,7,Jefferson,State Representative,35,NA
MAIL-IN 3RD H-J,Write-In,8,Jefferson,State Representative,35,NA
V101,Jerry Miller,444,Jefferson,State Representative,36,REP
V102,Jerry Miller,996,Jefferson,State Representative,36,REP
V103,Jerry Miller,394,Jefferson,State Representative,36,REP
V104,Jerry Miller,1027,Jefferson,State Representative,36,REP
V105,Jerry Miller,850,Jefferson,State Representative,36,REP
V106,Jerry Miller,435,Jefferson,State Representative,36,REP
V107,Jerry Miller,457,Jefferson,State Representative,36,REP
V108,Jerry Miller,988,Jefferson,State Representative,36,REP
V109,Jerry Miller,74,Jefferson,State Representative,36,REP
V110,Jerry Miller,945,Jefferson,State Representative,36,REP
V111,Jerry Miller,617,Jefferson,State Representative,36,REP
V112,Jerry Miller,14,Jefferson,State Representative,36,REP
V113,Jerry Miller,1271,Jefferson,State Representative,36,REP
V114,Jerry Miller,723,Jefferson,State Representative,36,REP
V115 - JEF,Jerry Miller,552,Jefferson,State Representative,36,REP
V116,Jerry Miller,597,Jefferson,State Representative,36,REP
V117,Jerry Miller,544,Jefferson,State Representative,36,REP
V118,Jerry Miller,561,Jefferson,State Representative,36,REP
V119,Jerry Miller,899,Jefferson,State Representative,36,REP
V120 - MID,Jerry Miller,719,Jefferson,State Representative,36,REP
V121,Jerry Miller,638,Jefferson,State Representative,36,REP
V122,Jerry Miller,0,Jefferson,State Representative,36,REP
V123,Jerry Miller,2,Jefferson,State Representative,36,REP
V124 - MID,Jerry Miller,361,Jefferson,State Representative,36,REP
V125,Jerry Miller,502,Jefferson,State Representative,36,REP
V126,Jerry Miller,873,Jefferson,State Representative,36,REP
V127,Jerry Miller,842,Jefferson,State Representative,36,REP
V128,Jerry Miller,711,Jefferson,State Representative,36,REP
V129,Jerry Miller,895,Jefferson,State Representative,36,REP
V130,Jerry Miller,196,Jefferson,State Representative,36,REP
V131,Jerry Miller,662,Jefferson,State Representative,36,REP
V132,Jerry Miller,389,Jefferson,State Representative,36,REP
WALK-IN 3RD NOQV,Jerry Miller,421,Jefferson,State Representative,36,REP
MAIL-IN 3RD NOQV,Jerry Miller,207,Jefferson,State Representative,36,REP
WALK-IN 4TH,Jerry Miller,575,Jefferson,State Representative,36,REP
MAIL-IN 4TH,Jerry Miller,181,Jefferson,State Representative,36,REP
V101,Write-In,26,Jefferson,State Representative,36,NA
V102,Write-In,16,Jefferson,State Representative,36,NA
V103,Write-In,5,Jefferson,State Representative,36,NA
V104,Write-In,31,Jefferson,State Representative,36,NA
V105,Write-In,13,Jefferson,State Representative,36,NA
V106,Write-In,23,Jefferson,State Representative,36,NA
V107,Write-In,8,Jefferson,State Representative,36,NA
V108,Write-In,15,Jefferson,State Representative,36,NA
V109,Write-In,4,Jefferson,State Representative,36,NA
V110,Write-In,16,Jefferson,State Representative,36,NA
V111,Write-In,16,Jefferson,State Representative,36,NA
V112,Write-In,0,Jefferson,State Representative,36,NA
V113,Write-In,26,Jefferson,State Representative,36,NA
V114,Write-In,5,Jefferson,State Representative,36,NA
V115 - JEF,Write-In,10,Jefferson,State Representative,36,NA
V116,Write-In,22,Jefferson,State Representative,36,NA
V117,Write-In,14,Jefferson,State Representative,36,NA
V118,Write-In,27,Jefferson,State Representative,36,NA
V119,Write-In,19,Jefferson,State Representative,36,NA
V120 - MID,Write-In,27,Jefferson,State Representative,36,NA
V121,Write-In,21,Jefferson,State Representative,36,NA
V122,Write-In,0,Jefferson,State Representative,36,NA
V123,Write-In,0,Jefferson,State Representative,36,NA
V124 - MID,Write-In,17,Jefferson,State Representative,36,NA
V125,Write-In,8,Jefferson,State Representative,36,NA
V126,Write-In,26,Jefferson,State Representative,36,NA
V127,Write-In,27,Jefferson,State Representative,36,NA
V128,Write-In,22,Jefferson,State Representative,36,NA
V129,Write-In,14,Jefferson,State Representative,36,NA
V130,Write-In,2,Jefferson,State Representative,36,NA
V131,Write-In,17,Jefferson,State Representative,36,NA
V132,Write-In,7,Jefferson,State Representative,36,NA
WALK-IN 3RD NOQV,Write-In,8,Jefferson,State Representative,36,NA
MAIL-IN 3RD NOQV,Write-In,5,Jefferson,State Representative,36,NA
WALK-IN 4TH,Write-In,9,Jefferson,State Representative,36,NA
MAIL-IN 4TH,Write-In,2,Jefferson,State Representative,36,NA
I107,Mark Wilson,203,Jefferson,State Representative,37,REP
I109,Mark Wilson,110,Jefferson,State Representative,37,REP
I110,Mark Wilson,78,Jefferson,State Representative,37,REP
I111,Mark Wilson,288,Jefferson,State Representative,37,REP
I112,Mark Wilson,289,Jefferson,State Representative,37,REP
I115,Mark Wilson,75,Jefferson,State Representative,37,REP
I120,Mark Wilson,130,Jefferson,State Representative,37,REP
I122,Mark Wilson,173,Jefferson,State Representative,37,REP
I123,Mark Wilson,409,Jefferson,State Representative,37,REP
I124,Mark Wilson,150,Jefferson,State Representative,37,REP
I125,Mark Wilson,102,Jefferson,State Representative,37,REP
I126,Mark Wilson,335,Jefferson,State Representative,37,REP
I130,Mark Wilson,189,Jefferson,State Representative,37,REP
I133,Mark Wilson,585,Jefferson,State Representative,37,REP
I135,Mark Wilson,173,Jefferson,State Representative,37,REP
I138,Mark Wilson,0,Jefferson,State Representative,37,REP
I140,Mark Wilson,30,Jefferson,State Representative,37,REP
I141,Mark Wilson,341,Jefferson,State Representative,37,REP
I142,Mark Wilson,1,Jefferson,State Representative,37,REP
I143,Mark Wilson,26,Jefferson,State Representative,37,REP
I144,Mark Wilson,50,Jefferson,State Representative,37,REP
I145,Mark Wilson,72,Jefferson,State Representative,37,REP
I146,Mark Wilson,351,Jefferson,State Representative,37,REP
I147,Mark Wilson,21,Jefferson,State Representative,37,REP
I148,Mark Wilson,166,Jefferson,State Representative,37,REP
I149,Mark Wilson,0,Jefferson,State Representative,37,REP
I150,Mark Wilson,21,Jefferson,State Representative,37,REP
I151,Mark Wilson,377,Jefferson,State Representative,37,REP
I152,Mark Wilson,519,Jefferson,State Representative,37,REP
I153,Mark Wilson,568,Jefferson,State Representative,37,REP
I154,Mark Wilson,554,Jefferson,State Representative,37,REP
I155,Mark Wilson,19,Jefferson,State Representative,37,REP
I156,Mark Wilson,165,Jefferson,State Representative,37,REP
WALK-IN 3RD H-J,Mark Wilson,173,Jefferson,State Representative,37,REP
MAIL-IN 3RD H-J,Mark Wilson,74,Jefferson,State Representative,37,REP
I107,Jeffrey Donohue,406,Jefferson,State Representative,37,DEM
I109,Jeffrey Donohue,262,Jefferson,State Representative,37,DEM
I110,Jeffrey Donohue,98,Jefferson,State Representative,37,DEM
I111,Jeffrey Donohue,524,Jefferson,State Representative,37,DEM
I112,Jeffrey Donohue,399,Jefferson,State Representative,37,DEM
I115,Jeffrey Donohue,313,Jefferson,State Representative,37,DEM
I120,Jeffrey Donohue,189,Jefferson,State Representative,37,DEM
I122,Jeffrey Donohue,143,Jefferson,State Representative,37,DEM
I123,Jeffrey Donohue,549,Jefferson,State Representative,37,DEM
I124,Jeffrey Donohue,213,Jefferson,State Representative,37,DEM
I125,Jeffrey Donohue,214,Jefferson,State Representative,37,DEM
I126,Jeffrey Donohue,282,Jefferson,State Representative,37,DEM
I130,Jeffrey Donohue,149,Jefferson,State Representative,37,DEM
I133,Jeffrey Donohue,432,Jefferson,State Representative,37,DEM
I135,Jeffrey Donohue,158,Jefferson,State Representative,37,DEM
I138,Jeffrey Donohue,1,Jefferson,State Representative,37,DEM
I140,Jeffrey Donohue,39,Jefferson,State Representative,37,DEM
I141,Jeffrey Donohue,335,Jefferson,State Representative,37,DEM
I142,Jeffrey Donohue,0,Jefferson,State Representative,37,DEM
